pair,Word_Number,type,total,other,other_word,correct,wrong,Threshold,Correct_Percentage,Wrong_Percentage
38,2.0,C,38.0,3.0,17.0,18.0,20.0,2721.1970233808433,0.47368421052631576,0.5263157894736842
39,1.0,C,39.0,5.0,14.0,20.0,19.0,6448.58612341482,0.5128205128205128,0.48717948717948717
39,2.0,C,39.0,2.0,19.0,18.0,21.0,7083.030467198937,0.46153846153846156,0.5384615384615384
40,1.0,C,35.0,1.0,19.0,15.0,20.0,5854.615911289866,0.42857142857142855,0.5714285714285714
40,2.0,C,34.0,3.0,11.0,20.0,14.0,6912.868666693526,0.5882352941176471,0.4117647058823529
41,1.0,C,38.0,5.0,12.0,21.0,17.0,6457.477806043242,0.5526315789473685,0.4473684210526316
41,2.0,C,38.0,4.0,17.0,17.0,21.0,5726.405395012501,0.4473684210526316,0.5526315789473685
42,1.0,C,36.0,2.0,18.0,16.0,20.0,4060.929685616128,0.4444444444444444,0.5555555555555556
42,2.0,C,31.0,3.0,8.0,20.0,11.0,4463.70569517217,0.6451612903225806,0.3548387096774194
43,1.0,C,32.0,2.0,11.0,19.0,13.0,5406.299285824704,0.59375,0.40625
43,2.0,C,33.0,6.0,6.0,21.0,12.0,5392.12664709943,0.6363636363636364,0.36363636363636365
44,1.0,C,32.0,2.0,8.0,22.0,10.0,4166.519887453812,0.6875,0.3125
44,2.0,C,32.0,1.0,16.0,15.0,17.0,5004.175838085582,0.46875,0.53125
45,1.0,C,38.0,0.0,15.0,23.0,15.0,4638.8476533666,0.6052631578947368,0.39473684210526316
45,2.0,C,38.0,2.0,13.0,23.0,15.0,5911.804825484123,0.6052631578947368,0.39473684210526316
46,1.0,C,37.0,0.0,6.0,31.0,6.0,4355.4997742859805,0.8378378378378378,0.16216216216216217
46,2.0,C,32.0,4.0,9.0,19.0,13.0,5608.8308039308,0.59375,0.40625
47,1.0,C,33.0,0.0,12.0,21.0,12.0,5795.657702488574,0.6363636363636364,0.36363636363636365
47,2.0,C,32.0,2.0,7.0,23.0,9.0,5285.32382146324,0.71875,0.28125
48,1.0,C,34.0,2.0,5.0,27.0,7.0,5874.4210100838445,0.7941176470588235,0.20588235294117646
48,2.0,C,33.0,4.0,14.0,15.0,18.0,8266.714570301454,0.45454545454545453,0.5454545454545454
49,1.0,C,38.0,0.0,9.0,29.0,9.0,3588.000570732865,0.7631578947368421,0.23684210526315788
49,2.0,C,37.0,0.0,9.0,28.0,9.0,4831.455366150517,0.7567567567567568,0.24324324324324326
50,1.0,C,32.0,2.0,11.0,19.0,13.0,8275.842115801366,0.59375,0.40625
50,2.0,C,30.0,2.0,14.0,14.0,16.0,11320.275242449701,0.4666666666666667,0.5333333333333333
51,1.0,C,30.0,0.0,17.0,13.0,17.0,9142.082891869803,0.43333333333333335,0.5666666666666667
51,2.0,C,36.0,1.0,18.0,17.0,19.0,8701.973556458097,0.4722222222222222,0.5277777777777778
52,1.0,C,39.0,1.0,14.0,24.0,15.0,3817.5427700975197,0.6153846153846154,0.38461538461538464
52,2.0,C,36.0,1.0,20.0,15.0,21.0,4402.159991103323,0.4166666666666667,0.5833333333333334
53,1.0,C,37.0,6.0,10.0,21.0,16.0,2056.8913924449807,0.5675675675675675,0.43243243243243246
53,2.0,C,38.0,6.0,14.0,18.0,20.0,3095.689296036046,0.47368421052631576,0.5263157894736842
54,1.0,C,39.0,1.0,20.0,18.0,21.0,5447.2030469990705,0.46153846153846156,0.5384615384615384
54,2.0,C,39.0,2.0,16.0,21.0,18.0,5337.765011505577,0.5384615384615384,0.46153846153846156
55,1.0,C,31.0,3.0,10.0,18.0,13.0,4255.326422132622,0.5806451612903226,0.41935483870967744
55,2.0,C,31.0,2.0,16.0,13.0,18.0,4217.532775015234,0.41935483870967744,0.5806451612903226
56,1.0,C,25.0,2.0,15.0,8.0,17.0,6259.898352864878,0.32,0.68
56,2.0,C,38.0,9.0,19.0,10.0,28.0,3560.9921479108752,0.2631578947368421,0.7368421052631579
57,1.0,C,39.0,1.0,17.0,21.0,18.0,3193.701502312797,0.5384615384615384,0.46153846153846156
57,2.0,C,36.0,3.0,18.0,15.0,21.0,4034.296675273868,0.4166666666666667,0.5833333333333334
58,1.0,C,31.0,3.0,12.0,16.0,15.0,5219.991858469431,0.5161290322580645,0.4838709677419355
58,2.0,C,30.0,4.0,12.0,14.0,16.0,4055.4225623895686,0.4666666666666667,0.5333333333333333
59,1.0,C,35.0,5.0,15.0,15.0,20.0,2898.921971844536,0.42857142857142855,0.5714285714285714
59,2.0,C,33.0,7.0,10.0,16.0,17.0,2882.0936111105116,0.48484848484848486,0.5151515151515151
60,1.0,C,39.0,6.0,18.0,15.0,24.0,2655.904149700444,0.38461538461538464,0.6153846153846154
60,2.0,C,39.0,5.0,13.0,21.0,18.0,2565.6205372817703,0.5384615384615384,0.46153846153846156
61,1.0,C,32.0,3.0,19.0,10.0,22.0,4505.381696443708,0.3125,0.6875
61,2.0,C,33.0,0.0,14.0,19.0,14.0,3446.8372285889436,0.5757575757575758,0.42424242424242425
Summation,,,4340.0,381.0,1742.0,2217.0,2123.0,616296.8141937471,0.5108294930875577,0.4891705069124424
